Conference,Year,Title,Author,Affiliation
NeurIPS,2020,Ensemble Distillation for Robust Model Fusion in Federated Learning,"['Tao Lin', 'Lingjing Kong', 'Sebastian Stich', 'Martin Jaggi']","['Peking University', 'EPFL', 'EPFL', 'EPFL']"
NeurIPS,2020,On Warm-Starting Neural Network Training,"['Jordan Ash', 'Ryan Adams']","['Microsoft Research', 'Princeton University']"
NeurIPS,2020,Predicting Training Time Without Training,"['Luca Zancato', 'Alessandro Achille', 'Avinash Ravichandran', 'RAHUL Bhotika', 'Stefano Soatto']","['University of Padova', 'Amazon Web Services', 'AWS', 'Amazon Web Services', 'UCLA']"
NeurIPS,2020,Directional convergence and alignment in deep learning,"['Ziwei Ji', 'Matus Telgarsky']","['University of Illinois Urbana-Champaign', 'UIUC']"
NeurIPS,2020,Black-Box Ripper: Copying black-box models using generative evolutionary algorithms,"['Antonio Barbalau', 'Adrian Cosma', 'Radu Tudor Ionescu', 'Marius Popescu']","['University of Bucharest', 'Politehnica University of Bucharest', 'University of Bucharest', 'University of Bucharest']"
NeurIPS,2020,Consistent feature selection for analytic deep neural networks,"['Vu Dinh', 'Lam Ho']","['University of Delaware', 'University of Dalhousie']"
NeurIPS,2020,Fast Adversarial Robustness Certification of Nearest Prototype Classifiers for Arbitrary Seminorms,"['Sascha Saralajew', 'Lars Holdijk', 'Thomas Villmann']","['Dr. Ing. h.c. F. Porsche AG', 'University of Amsterdam', 'University of Applied Sciences Mittweida']"
NeurIPS,2020,Sampling from a k-DPP without looking at all items,"['Daniele Calandriello', 'Michal Derezinski', 'Michal Valko']","['DeepMind', 'UC Berkeley', 'DeepMind']"
NeurIPS,2020,Optimal Learning from Verified Training Data,"['Nicholas Bishop', 'Long Tran-Thanh', 'Enrico Gerding']","['University of Southampton', 'University of Warwick', 'university of Southampton']"
NeurIPS,2020,Empirical Likelihood for Contextual Bandits,"['Nikos Karampatziakis', 'John Langford', 'Paul Mineiro']","['Microsoft', 'Microsoft Research New York', 'Microsoft']"
NeurIPS,2020,Sufficient dimension reduction for classification using principal optimal transport direction,"['Cheng Meng', 'Jun Yu', 'Jingyi Zhang', 'Ping Ma', 'Wenxuan Zhong']","['Renmin University of China', 'Beijing Institute of Technology', 'Tsinghua University', 'University of Georgia', 'University of Georgia']"
NeurIPS,2020,The Advantage of Conditional Meta-Learning for Biased Regularization and Fine Tuning,"['Giulia Denevi', 'Massimiliano Pontil', 'Carlo Ciliberto']","['University College of London', 'IIT & UCL', 'Imperial College London']"
NeurIPS,2020,On the Role of Sparsity and DAG Constraints for Learning Linear DAGs,"['Ignavier Ng', 'AmirEmad Ghassami', 'Kun Zhang']","['University of Toronto', 'Johns Hopkins University', 'CMU']"
NeurIPS,2020,Listening to Sounds of Silence for Speech Denoising,"['Henry Xu', 'Rundi Wu', 'Yuko Ishiwaka', 'Carl Vondrick', 'Changxi Zheng']","['Columbia University', 'Columbia University', 'SoftBank Corp.', 'Columbia University', 'Columbia University']"
NeurIPS,2020,A Convolutional Auto-Encoder for Haplotype Assembly and Viral Quasispecies Reconstruction,"['Ziqi Ke', 'Haris Vikalo']","['University of Texas at Austin', 'The University of Texas at Austin']"
NeurIPS,2020,Geometric All-way Boolean Tensor Decomposition,"['Changlin Wan', 'Wennan Chang', 'Tong Zhao', 'Sha Cao', 'Chi Zhang']","['Purdue University', 'Department of Electrical and Computer Engineering, Purdue University', 'Amazon', 'Indiana University', 'Indiana University School of Medicine']"
NeurIPS,2020,A novel variational form of the Schatten-$p$ quasi-norm,"['Paris Giampouras', 'Rene Vidal', 'Athanasios Rontogiannis', 'Benjamin Haeffele']","['The Johns Hopkins University', 'Mathematical Institute for Data Science, Johns Hopkins University, USA', 'National Observatory of Athens', 'Johns Hopkins University']"
NeurIPS,2020,Distributionally Robust Parametric Maximum Likelihood Estimation,"['Viet Anh Nguyen', 'Xuhui Zhang', 'Jose Blanchet', 'Angelos Georghiou']","['Stanford University', 'Stanford University', 'Stanford University', 'University of Cyprus']"
NeurIPS,2020,Adaptive Probing Policies for Shortest Path Routing,"['Aditya Bhaskara', 'Sreenivas Gollapudi', 'Kostas Kollias', 'Kamesh Munagala']","['University of Utah', 'Google Research', 'Google Research', 'Duke University']"
NeurIPS,2020,Optimal Approximation - Smoothness Tradeoffs for Soft-Max Functions,"['Alessandro Epasto', 'Mohammad Mahdian', 'Vahab Mirrokni', 'Emmanouil Zampetakis']","['Google', 'Google Research', 'Google Research NYC', 'Massachusetts Institute of Technology']"
NeurIPS,2020,Content Provider Dynamics and Coordination in Recommendation Ecosystems,"['Omer Ben-Porat', 'Itay Rosenberg', 'Moshe Tennenholtz']","['Technion – Israel Institute of Technology', 'Technion', 'Technion--Israel Institute of Technology']"
NeurIPS,2020,Non-parametric Models for Non-negative Functions,"['Ulysse Marteau-Ferey', 'Francis Bach', 'Alessandro Rudi']","['DI ENS / INRIA', 'INRIA - Ecole Normale Superieure', 'INRIA, Ecole Normale Superieure']"
NeurIPS,2020,Program Synthesis with Pragmatic Communication,"['Yewen Pu', 'Kevin Ellis', 'Marta Kryven', 'Josh Tenenbaum', 'Armando Solar-Lezama']","['Autodesk', 'MIT', 'Massachusetts Institute of Technology', 'MIT', 'MIT']"
NeurIPS,2020,Detecting Interactions from Neural Networks via Topological Analysis,"['Zirui Liu', 'Qingquan Song', 'Kaixiong Zhou', 'Ting-Hsiang Wang', 'Ying Shan', 'Xia Hu']","['Texas A&M University', 'Texas A&M University', 'Texas A&M University', 'Texas A&M University', 'Tencent', 'Texas A&M University']"
NeurIPS,2020,Learning efficient task-dependent representations with synaptic plasticity,"['Colin Bredenberg', 'Eero Simoncelli', 'Cristina Savin']","['New York University', 'FlatIron Institute / New York University', 'NYU']"
NeurIPS,2020,Modeling Shared responses in Neuroimaging Studies through MultiView ICA,"['Hugo Richard', 'Luigi Gresele', 'Aapo Hyvarinen', 'Bertrand Thirion', 'Alexandre Gramfort', 'Pierre Ablin']","['INRIA', 'MPI for Intelligent Systems, Tübingen', 'University of Helsinki', 'INRIA', 'INRIA', 'INRIA']"
NeurIPS,2020,Patch2Self: Denoising Diffusion MRI with Self-Supervised Learning​,"['Shreyas Fadnavis', 'Joshua Batson', 'Eleftherios Garyfallidis']","['Indiana University Bloomington', 'CZ Biohub', 'Indiana University']"
NeurIPS,2020,Uncovering the Topology of Time-Varying fMRI Data using Cubical Persistence,"['Bastian Rieck', 'Tristan Yates', 'Christian Bock', 'Karsten Borgwardt', 'Guy Wolf', 'Nicholas Turk-Browne', 'Smita Krishnaswamy']","['ETH Zurich', 'Yale University', 'ETH Zurich', 'ETH Zurich', 'Université de Motréal; Mila', 'Yale University', 'Yale University']"
NeurIPS,2020,Interpretable multi-timescale models for predicting fMRI responses to continuous natural speech,"['Shailee Jain', 'Vy Vo', 'Shivangi Mahto', 'Amanda LeBel', 'Javier Turek', 'Alexander Huth']","['The University of Texas at Austin', 'Intel Corporation', 'The University of Texas at Austin', 'The University of Texas at Austin', 'Intel Labs', 'The University of Texas at Austin']"
NeurIPS,2020,Learning abstract structure for drawing by efficient motor program induction,"['Lucas Tian', 'Kevin Ellis', 'Marta Kryven', 'Josh Tenenbaum']","['MIT', 'MIT', 'Massachusetts Institute of Technology', 'MIT']"
NeurIPS,2020,Mutual exclusivity as a challenge for deep neural networks,"['Kanishk Gandhi', 'Brenden Lake']","['New York University', 'New York University']"
NeurIPS,2020,Gibbs Sampling with People,"['Peter Harrison', 'Raja Marjieh', 'Fede G Adolfi', 'Pol van Rijn', 'Manuel Anglada-Tort', 'Ofer Tchernichovski', 'Pauline Larrouy-Maestri', 'Nori Jacoby']","['Max Planck Institute for Empirical Aesthetics', 'Max Planck Institute for Empirical Aesthetics', 'Max-Planck Institute AE, Frankfurt, Germany', 'Max Planck Institute for Empirical Aesthetics', 'Max Planck Institute for Empirical Aesthetics', 'Hunter College, CUNY', 'Max-Planck-Institute of Empircal Aesthetics', 'Max Planck Institute for Empirical Aesthetics']"
NeurIPS,2020,Learning sparse codes from compressed representations with biologically plausible local wiring constraints,"['Kion Fallah', 'Adam A Willats', 'Ninghao Liu', 'Christopher Rozell']","['Georgia Institute of Technology', 'Georgia Institute of Technology and Emory University', 'Texas A&M University', 'Georgia Institute of Technology']"
NeurIPS,2020,Shared Space Transfer Learning for analyzing multi-site fMRI data,"['Tony Yousefnezhad', 'Alessandro Selvitella', 'Daoqiang Zhang', 'Andrew Greenshaw', 'Russell Greiner']","['University of Alberta', 'Purdue University Fort Wayne', 'Nanjing University of Aeronautics and Astronautics', 'University of Alberta', 'University of Alberta']"
NeurIPS,2020,Modeling Task Effects on Meaning Representation in the Brain via Zero-Shot MEG Prediction,"['Mariya Toneva', 'Otilia Stretcu', 'Barnabas Poczos', 'Leila Wehbe', 'Tom Mitchell']","['Carnegie Mellon University', 'Carnegie Mellon University', 'Carnegie Mellon University', 'Carnegie Mellon University', 'CMU']"
NeurIPS,2020,System Identification with Biophysical Constraints: A Circuit Model of the Inner Retina,"['Cornelius Schröder', 'David Klindt', 'Sarah Strauss', 'Katrin Franke', 'Matthias Bethge', 'Thomas Euler', 'Philipp Berens']","['University of Tübingen', 'University of Tübingen', 'University of Tübingen', 'University of Tübingen', 'University of Tübingen', 'University of Tübingen', 'University of Tübingen']"
NeurIPS,2020,An Unsupervised Information-Theoretic Perceptual Quality Metric,"['Sangnie Bhardwaj', 'Ian Fischer', 'Johannes Ballé', 'Troy Chinen']","['Google Research', 'Google', 'Google', 'Google']"
NeurIPS,2020,Beyond accuracy: quantifying trial-by-trial behaviour of CNNs and humans by measuring error consistency,"['Robert Geirhos', 'Kristof Meding', 'Felix A. Wichmann']","['University of Tübingen', 'University of Tübingen', 'University of Tübingen']"
NeurIPS,2020,CoMIR: Contrastive Multimodal Image Representation for Registration,"['Nicolas Pielawski', 'Elisabeth Wetzer', 'Johan Öfverstedt', 'Jiahao Lu', 'Carolina Wählby', 'Joakim Lindblad', 'Natasa Sladoje']","['Uppsala University', 'Centre for Image Analysis, Department of Information Technology, Uppsala University, Sweden', 'Uppsala University', 'Uppsala University', 'Uppsala University', 'Centre for Image Analysis, Department of Information Technology, Uppsala University, Sweden', 'Centre for Image Analysis, Department of Information Technology, Uppsala University, Sweden']"
NeurIPS,2020,CrossTransformers: spatially-aware few-shot transfer,"['Carl Doersch', 'Ankush Gupta', 'Andrew Zisserman']","['DeepMind', 'DeepMind', 'DeepMind & University of Oxford']"
NeurIPS,2020,Contrastive learning of global and local features for medical image segmentation with limited annotations,"['Krishna Chaitanya', 'Ertunc Erdil', 'Neerav Karani', 'Ender Konukoglu']","['ETH Zurich', 'ETH Zurich', 'ETH Zurich', 'ETH Zurich']"
NeurIPS,2020,3D Self-Supervised Methods for Medical Imaging,"['Aiham Taleb', 'Winfried Loetzsch', 'Noel Danz', 'Julius Severin', 'Thomas Gaertner', 'Benjamin Bergner', 'Christoph Lippert']","['Hasso-Plattner-Institute, Potsdam University', 'Hasso Plattner Institute', 'HPI', 'Hasso Plattner Institute', 'HPI', 'HPI', 'Hasso Plattner Institute for Digital Engineering, Universität Potsdam']"
NeurIPS,2020,Unsupervised Learning of Dense Visual Representations,"['Pedro O. Pinheiro', 'Amjad Almahairi', 'Ryan Benmalek', 'Florian Golemo', 'Aaron Courville']","['Element AI', 'Facebook AI', 'Cornell University', 'MILA / ElementAI', 'U. Montreal']"
NeurIPS,2020,"Demystifying Contrastive Self-Supervised Learning: Invariances, Augmentations and Dataset Biases","['Senthil Purushwalkam', 'Abhinav Gupta']","['Carnegie Mellon University', 'Facebook AI Research/CMU']"
NeurIPS,2020,Bootstrap Your Own Latent - A New Approach to Self-Supervised Learning,"['Jean-Bastien Grill', 'Florian Strub', 'Florent Altché', 'Corentin Tallec', 'Pierre Richemond', 'Elena Buchatskaya', 'Carl Doersch', 'Bernardo Avila Pires', 'Daniel Guo', 'Mohammad Gheshlaghi Azar', 'Bilal Piot', 'koray kavukcuoglu', 'Remi Munos', 'Michal Valko']","['DeepMind', 'DeepMind', 'DeepMind', 'Deepmind', 'Imperial College', 'DeepMind', 'DeepMind', 'DeepMind', 'DeepMind', 'DeepMind', 'DeepMind', 'DeepMind', 'DeepMind', 'DeepMind']"
NeurIPS,2020,Unsupervised Learning of Visual Features by Contrasting Cluster Assignments,"['Mathilde Caron', 'Ishan Misra', 'Julien Mairal', 'Priya Goyal', 'Piotr Bojanowski', 'Armand Joulin']","['INRIA / FAIR', 'Facebook AI Research', 'Inria', 'Facebook AI Research', 'Facebook', 'Facebook AI research']"
NeurIPS,2020,LoCo: Local Contrastive Representation Learning,"['Yuwen Xiong', 'Mengye Ren', 'Raquel Urtasun']","['Uber ATG / University of Toronto', 'University of Toronto / Uber ATG', 'Uber ATG']"
NeurIPS,2020,Self-Adaptively Learning to Demoiré from Focused and Defocused Image Pairs,"['Lin Liu', 'Shanxin Yuan', 'Jianzhuang Liu', 'Liping Bao', 'Gregory Slabaugh', 'Qi Tian']","['University of Science and Technology of China', 'Huawei Technologies Research and Development (UK)', ""Huawei Noah's Ark Lab"", 'University of Science and Technology of China', ""Huawei Noah's Ark Lab"", 'Huawei Noah’s Ark Lab']"
NeurIPS,2020,Noise2Same: Optimizing A Self-Supervised Bound for Image Denoising,"['Yaochen Xie', 'Zhengyang Wang', 'Shuiwang Ji']","['Texas A&M University', 'Texas A&M University', 'Texas A&M University']"
NeurIPS,2020,Domain Generalization for Medical Imaging Classification with Linear-Dependency Regularization,"['Haoliang Li', 'Yufei Wang', 'Renjie Wan', 'Shiqi Wang', 'Tie-Qiang Li', 'Alex Kot']","['NTU, Singapore', 'Nanyang Technological University', 'Nanyang Technological University', 'CityU', 'Karolinska Institute', 'Nanyang Technological University']"
NeurIPS,2020,Differentiable Augmentation for Data-Efficient GAN Training,"['Shengyu Zhao', 'Zhijian Liu', 'Ji Lin', 'Jun-Yan Zhu', 'Song Han']","['Tsinghua University', 'MIT', 'MIT', 'MIT', 'MIT']"
NeurIPS,2020,Comprehensive Attention Self-Distillation for Weakly-Supervised Object Detection,"['Zeyi Huang', 'Yang Zou', 'B. V. K. Vijaya Kumar', 'Dong Huang']","['carnegie mellon university', 'Amazon AI', 'CMU, USA', 'Carnegie Mellon University']"
NeurIPS,2020,ContraGAN: Contrastive Learning for Conditional Image Generation,"['Minguk Kang', 'Jaesik Park']","['POSTECH', 'POSTECH']"
NeurIPS,2020,Inverting Gradients - How easy is it to break privacy in federated learning?,"['Jonas Geiping', 'Hartmut Bauermeister', 'Hannah Dröge', 'Michael Moeller']","['University of Siegen', 'University of Siegen', 'University of Siegen', 'University of Siegen']"
NeurIPS,2020,Principal Neighbourhood Aggregation for Graph Nets,"['Gabriele Corso', 'Luca Cavalleri', 'Dominique Beaini', 'Pietro Liò', 'Petar Veličković']","['University of Cambridge', 'University of Cambridge', 'Invivo AI', 'University of Cambridge', 'DeepMind']"
NeurIPS,2020,Learning Graph Structure With A Finite-State Automaton Layer,"['Daniel Johnson', 'Hugo Larochelle', 'Daniel Tarlow']","['Google Research, Brain Team', 'Google Brain', 'Google Research, Brain Team']"
NeurIPS,2020,Graph Cross Networks with Vertex Infomax Pooling,"['Maosen Li', 'Siheng Chen', 'Ya Zhang', 'Ivor Tsang']","['Shanghai Jiao Tong University', 'Shanghai Jiao Tong University', 'Cooperative Medianet Innovation Center, Shang hai Jiao Tong University', 'University of Technology, Sydney']"
NeurIPS,2020,How hard is to distinguish graphs with graph neural networks?,['Andreas Loukas'],['EPFL']
NeurIPS,2020,Weisfeiler and Leman go sparse: Towards scalable higher-order graph embeddings,"['Christopher Morris', 'Gaurav Rattan', 'Petra Mutzel']","['Polytechnique Montreal', 'RWTH Aachen University', 'University of Bonn']"
NeurIPS,2020,COPT: Coordinated Optimal Transport on Graphs,"['Yihe Dong', 'Will Sawin']","['Google', 'Columbia University']"
NeurIPS,2020,Building powerful and equivariant graph neural networks with structural message-passing,"['Clément Vignac', 'Andreas Loukas', 'Pascal Frossard']","['EPFL', 'EPFL', 'EPFL']"
NeurIPS,2020,Rethinking pooling in graph neural networks,"['Diego Mesquita', 'Amauri Souza', 'Samuel Kaski']","['Aalto University', 'Federal Institute of Ceara', 'Aalto University and University of Manchester']"
NeurIPS,2020,Random Walk Graph Neural Networks,"['Giannis Nikolentzos', 'Michalis Vazirgiannis']","['Ecole Polytechnique', 'École Polytechnique']"
NeurIPS,2020,Path Integral Based Convolution and Pooling for Graph Neural Networks,"['Zheng Ma', 'Junyu Xuan', 'Yu Guang Wang', 'Ming Li', 'Pietro Liò']","['Princeton University', 'University of Technology Sydney', 'University of New South Wales; MPI MiS', 'Zhejiang Normal University', 'University of Cambridge']"
